id,fund_id,manager_ar,manager_en,name_en,name_ar,short_name_ar,short_name_en,objective,category_ar,category_en,goals_ar,goals_en,sharia_compliant,logo,compare_index_ar,compare_index_en,inception_date,inception_price,currency,investment_percent,profit,risk,duration,index,ratio,aum,valuation_date,valuation_days_ar,valuation_days_en,announcement_days_ar,announcement_days_en,nav_per_unit,show,created_at,updated_at,minimum_subscription
"203","008003","شركة العربي المالية","ANB Capital","ANB Capital SAR Trade Fund (Shariah)","صندوق العربي المالية للمتاجرة بالريال السعودي (المتوافق مع الشريعة)","المبارك للمتاجرة بالريال",\N,"1","صناديق أسواق النقد - مرابحة بالريال السعودي",\N,\N,\N,"1","anb.jfif","عائد المرابحة الإرشادي لشهر(ريال سعودي)",\N,"1993-01-01","14.7467","SAR","0","4.65","1","",\N,\N,"1239283449.51","2023-01-10","يومي","Daily","يومي","Daily","22.3847","0","2021-10-28 18:49:10","2023-01-12 04:17:55","7,500"
"204","008004","شركة العربي المالية","ANB Capital","ANB Capital USD Trade Fund (Shariah)","صندوق العربي المالية للمتاجرة بالدولار الأمريكي (المتوافق مع الشريعة)","المبارك للمتاجرة بالدولار",\N,"1","صناديق أسواق النقد - محلية",\N,\N,\N,"1","anb.jfif","عائد المرابحة الاسترشادي لمدة شهر (دولار)",\N,"1994-01-01","1.4158","USD","0","4.14","1","",\N,\N,"18957327.8852","2023-01-10","يومي","Daily","يومي","Daily","19.5546","0","2021-10-28 18:49:10","2023-01-12 04:17:55","7,500"
"205","008031","شركة العربي المالية","ANB Capital","ANB Capital Saudi Sovereign Sukuk Fund (Shariah)","صندوق العربي المالية للصكوك السيادية السعودية (المتوافق مع الشريعة)","المبارك للصكوك السيادية",\N,"1","صناديق أدوات دين - محلية",\N,\N,\N,"1","anb.jfif","مؤشر سايبور 3 اشهر",\N,"2020-01-05","10","SAR","0","0.5","1","",\N,\N,"48107971.89","2023-01-04","الأحد والاربعاء","Sunday and Wednesday","الإثنين والخميس","Monday and Thursday","9.1688","0","2021-10-28 18:49:10","2023-01-09 04:05:19","7,500"
"206","011074","شركة الأهلي المالية","SNB Capital","SNB Capital Diversified Saudi Riyal Fund","صندوق الأهلي المتنوع بالريال السعودي","المتنوع بالريال السعودي",\N,"2","صناديق أدوات دين - محلية",\N,\N,\N,"1","NCB.jpg","80% من سايبيد بالإضافة إلى 20% من الاتفاقيات المبادلة بالريال السعودي لخمس 5 سنوات",\N,"2003-10-03","1.0001","SAR","0","2.96","2","",\N,\N,"7796222404.57","2023-01-11","يومي","Daily","يومي","Daily","1.4073","0","2021-10-28 18:49:10","2023-01-12 04:17:55","5,000"
"208","024002","يقين كابيتال","Yaqeen Capital","YAQEEN SAR Murabaha Fund","يقين للمرابحة بالريال السعودي","مرابحه بالريال",\N,"2","صناديق أسواق النقد - مرابحة بالريال السعودي",\N,\N,\N,"1","falcom.jpg","سعر الفائدة على الودائع سايبور لثلاثة اشهر",\N,"2007-06-02","1","SAR","0","3.24","1","",\N,\N,"903238461.81","2023-01-05","يومي","Daily","يومي","Daily","1.3362","0","2021-10-28 18:49:10","2023-01-09 04:05:18","0"
"209","026002","شركة الشرق الأوسط للإستثمار المالي","Middle East Financial Investment Company","MEFIC Saudi Riyal Murabaha Fund","صندوق ميفك للمرابحة بالريال السعودي","صندوق ميفك للمرابحة",\N,"2","صناديق أسواق النقد - مرابحة بالريال السعودي",\N,\N,\N,"1","MEFIC.jfif","سايبور 3 أشهر",\N,"2011-01-03","100","SAR","0","0","1","",\N,\N,"0","2023-01-10","يومي","Daily","يومي","Daily","0","0","2021-10-28 18:49:10","2023-01-12 04:17:55","2,000"
"210","026003","شركة الشرق الأوسط للإستثمار المالي","Middle East Financial Investment Company","MEFIC Real Estate Income Fund","صندوق ميفك المدر للدخل العقاري","المدر العقاري",\N,"2","صناديق عقارية",\N,\N,\N,"1","MEFIC.jfif","",\N,"2012-03-18","10","SAR","0","0",\N,"",\N,\N,"0","2021-12-31","ربع سنوي","Quarterly","ربع سنوي","Quarterly","0","0","2021-10-28 18:49:10","2022-01-31 07:06:09",\N
"211","102005","شركة كسب المالية","KSB Capital Company","KASB Money Market Fund","صندوق كسب لأسواق النقد","أسواق النقد",\N,"2","صناديق أسواق النقد - محلية",\N,\N,\N,"1","KASB.jpg","سايبور",\N,"2008-12-15","10","SAR","0","4.46","1","",\N,\N,"13448220.51","2023-01-05","يومي","Daily","يومي","Daily","11.0098","0","2021-10-28 18:49:10","2023-01-09 04:05:19","10,000"
"212","001005","شركة الرياض المالية","Riyad Capital Company","Riyad European Equity Fund","صندوق الرياض للأسهم الأوروبية","الأسهم الأوروبية",\N,"1","صناديق الأسهم - أوروبية",\N,\N,\N,"0","Riyad.png","فوتسي العالمى الاوروبى",\N,"1992-05-12","23.2528","EUR","0","-16.06","3","",\N,\N,"2631212.43","2022-09-05","من الاثنين حتى الاربعاء","Monday to Wednesday","من الإثنين حتى الخميس","Monday to Thursday","57.8966","0","2021-10-28 18:49:10","2023-01-01 04:16:28","2,500"
"213","001006","شركة الرياض المالية","Riyad Capital Company","Riyad Japanese Equity Fund","صندوق الرياض للأسهم اليابانية","الأسهم اليابانية",\N,"1","صناديق الأسهم - آسيوية",\N,\N,\N,"0","Riyad.png","بورصة طوكيو الجديد",\N,"1992-05-19","1021.465","JPY","0","-15.51","3","",\N,\N,"15366491","2022-09-05","من الاثنين حتى الاربعاء","Monday to Wednesday","الاثنين،الأربعاء و الخميس","Monday, Wednesday and Thursday","1","0","2021-10-28 18:49:10","2023-01-01 04:16:28","2,500"
"214","001007","شركة الرياض المالية","Riyad Capital Company","Riyad Asian Equity Fund","صندوق الرياض للأسهم الاسيوية","الأسهم الاسيوية",\N,"1","صناديق الأسهم - آسيوية",\N,\N,\N,"0","Riyad.png","إم إس سي أي ماعدا اليابان",\N,"1992-05-19","9.361","USD","0","-19.21","3","",\N,\N,"1831932","2022-09-05","من الاثنين حتى الاربعاء","Monday to Wednesday","الاثنين،الأربعاء و الخميس","Monday, Wednesday and Thursday","67.5344","0","2021-10-28 18:49:10","2023-01-01 04:16:28","2,500"
"215","001019","شركة الرياض المالية","Riyad Capital Company","Riyad Global Equity Sharia Fund","صندوق الرياض للأسهم العالمية المتوافقة مع الشريعة","الأسهم العالمية الشرعية",\N,"1","صناديق الأسهم - عالمية/ دولية",\N,\N,\N,"1","Riyad.png","مؤشر داو جونز اإلسالمي",\N,"1999-05-17","9.1185","USD","0","2.35","3","",\N,\N,"15913041.75","2023-01-10","من الاثنين حتى الاربعاء","Monday to Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","26.0549","0","2021-10-28 18:49:10","2023-01-12 04:17:55","2,500"
"216","001044","شركة الرياض المالية","Riyad Capital Company","Riyad Global Property Fund","صندوق الرياض العقاري العالمي","العقاري العالمي",\N,"1","صناديق الأسهم - عالمية/ دولية",\N,\N,\N,"0","Riyad.png","FTSE EPRA/NAREIT Global Real Estate Total Return Index",\N,"2007-08-30","10.2128","USD","0","-22.13","3","",\N,\N,"1106139.48","2022-09-05","من الاثنين حتى الاربعاء","Monday to Wednesday","من الاثنين حتى الاربعاء","Monday to Wednesday","10.6578","0","2021-10-28 18:49:10","2023-01-01 04:16:28","2,500"
"220","004018","شركة الأول للاستثمار","SAB Invest","GCC Equity Fund","صندوق الأسهم الخليجية","الأول للأسهم الخليجية",\N,"1","صناديق الأسهم - محلية",\N,\N,\N,"1","ALAWWAL.png","مؤشر ستاندرد اند بورز للأسهم الخليجية مؤشر العائد الكلي",\N,"2005-11-30","98.54","SAR","0","15.97","3","",\N,\N,"12488862.05","2023-06-08","يومي","Daily","يومي","Daily","23.0884","0","2021-10-28 18:49:10","2023-06-12 04:26:57","5,000"
"221","006037","شركة الأول للاستثمار","Alawwal Invest","Alawwal Invest Sukuk Fund","صندوق الأول للإستثمار للصكوك","صندوق الصكوك",\N,"1","صناديق أدوات دين - دولية",\N,\N,\N,"1","HSBC.png","",\N,"2012-03-18","9.9981","USD","0","0","2","",\N,\N,"51900266.8","2023-01-03","الثلاثاء","Tuesday","الأربعاء","Wednesday","8.8617","0","2021-10-28 18:49:10","2023-01-09 04:05:19","25,000"
"222","009044","شركة الأهلي المالية","SNB Capital","SNB Capital Sovereign Sukuk Fund - Class B","صندوق الأهلي للصكوك السيادية -فئة ب","سامبا للصكوك ب",\N,"1","صناديق أدوات دين - محلية",\N,\N,\N,"1","samba.jpg","سايبور 3 شهور",\N,"2019-04-18","10.0007","SAR","0","0.52","1","",\N,\N,"103417113.5","2023-01-05","يومي","Daily","يومي","Daily","10.011","0","2021-10-28 18:49:10","2023-01-09 04:05:18","5,000"
"223","011038","شركة الأهلي المالية","SNB Capital","SNB Capital Multi-Asset Income Plus Fund","صندوق الأهلي متعدد الأصول للدخل الإضافي","متعدد الأصول للدخل الإضافي",\N,"1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","NCB.jpg","معدل الإقراض بين البنوك السعودية (سايبور) لمدة 3 أشھر زائد خمسة وسبعون نقطة أساس",\N,"2013-06-13","0.9999","SAR","0","0.99","2","",\N,\N,"152129680.7","2023-06-06","يومي","Daily","يومي","Daily","1.0219","0","2021-10-28 18:49:10","2023-06-08 05:02:12","5,000"
"224","011056","شركة الأهلي المالية","SNB Capital","SNB Capital Multi-Asset Moderate Fund","صندوق الأهلي متعدد الأصول المتوازن","متعدد الأصول المتوازن",\N,"1","صناديق متعددة الأصول",\N,\N,\N,"1","NCB.jpg","50 في المائة سابور لشھر واحد بالإضافة إلى 50 في المائة من مؤشر إم إس سي آي الإسلامي لجميع دول العالم من الفئة إم",\N,"2003-10-02","1","USD","0","-0.3","2","",\N,\N,"123826114.81","2023-01-05","من الإثنين حتى الخميس","Monday to Thursday","يومي","Daily","2.013","0","2021-10-28 18:49:10","2023-01-09 04:05:19","7,500"
"225","011057","شركة الأهلي المالية","SNB Capital","SNB Capital Multi-Asset Growth Fund","صندوق الأهلي متعدد الأصول للنمو","متعدد الأصول للنمو",\N,"1","صناديق متعددة الأصول",\N,\N,\N,"1","NCB.jpg","25 في المائة سايبور لشھر واحد بالإضافة إلى 75 في المائة من مؤشر إم إس سي آي الإسلامي لجميع دول العالم من الفئة إم",\N,"2003-10-02","1","USD","0","-0.69","3","",\N,\N,"61197408.42","2023-01-05","يومي","Daily","يومي","Daily","2.3628","0","2021-10-28 18:49:10","2023-01-09 04:05:18","7,500"
"226","012013","الراجحي المالية","Al Rajhi Capital","Al Rajhi commodity fund-SAR","صندوق الراجحي للمضاربة بالبضائع بالريال","البضائع ريال",\N,"1","صناديق أسواق النقد - محلية",\N,\N,\N,"1","alraajihi.jpg","سعر الفائدة على القروض بمصارف السعودية بالريال - 3 شهور",\N,"2000-06-11","106.64","SAR","0","3.64","1","",\N,\N,"7812125410.34","2023-01-10","يومي","Daily","يومي","Daily","166.5854","0","2021-10-28 18:49:10","2023-01-12 04:17:55","7,500"
"230","024016","يقين كابيتال","Yaqeen Capital","YAQEEN Gold Fund","صندوق يقين للذهب","صندوق فالكم للذهب",\N,"1","صناديق أخرى",\N,\N,\N,"1","falcom.jpg","سعر عملة سلعة الذهب مقابل الدولار XAU/US",\N,"2020-04-08","0.9976","USD","6030974","0.73","3","",\N,\N,"3586596.08","2023-01-05","الثلاثاء و الخميس","Tuesday and Thursday","الأحد والاربعاء","Sunday and Wednesday","1.0496","0","2021-10-28 18:49:10","2023-01-09 04:05:18","500"
"231","030019","جدوى للإستثمار","Jadwa Investment","Jadwa GCC Equity Fund - Class C","صندوق جدوى للأسهم الخليجية - الفئة ج","الخليجية الفئة ج",\N,"1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","jadwa.jpg","مؤشر إس أند بي لأسواق الأسهم الخليجية الإجمالى الموافق للشريعة",\N,"2018-03-22","100","SAR","0","13.09","3","",\N,\N,"1162304.63","2023-05-25","يومي","Daily","يومي","Daily","167.754","0","2021-10-28 18:49:10","2023-05-29 04:03:55","1,000"
"232","030023","جدوى للإستثمار","Jadwa Investment","Jadwa Global Sukuk Fund - Class C","صندوق جدوى للصكوك العالمية - الفئة ج","الصكوك ج",\N,"1","صناديق أدوات دين - دولية",\N,\N,\N,"1","jadwa.jpg","مؤشر ايدال ريتنجز للصكوك العالمية (اجمالي العائد",\N,"2018-03-22","99.9871","USD","0","0.35","3","",\N,\N,"441047.61","2023-01-10","يومي","Daily","يومي","Daily","104.7328","0","2021-10-28 18:49:10","2023-01-12 04:17:55","1,000"
"233","030025","جدوى للإستثمار","Jadwa Investment","Jadwa GCC Equity Fund - Class D","صندوق جدوى للأسهم الخليجية - الفئة د","صندوق الخليجية د",\N,"1","صناديق الأسهم - خليجية",\N,\N,\N,"1","jadwa.jpg","مؤشر ستاندرد آند بورز المركب للأسهم الخليجية المتوافقة مع الضوابط الشرعية",\N,"2007-06-30","10","USD","0","0","3","",\N,\N,"0","2023-01-08","يومي","Daily","يومي","Daily","10","0","2021-10-28 18:49:10","2023-01-10 04:15:18","50"
"234","030028","جدوى للإستثمار","Jadwa Investment","Jadwa Saudi Riyal Murabaha Fund - Class A","صندوق جدوى للمرابحة بالريال السعودي - الفئة أ","مرابحة - أ",\N,"1","صناديق أسواق النقد - مرابحة بالريال السعودي",\N,\N,\N,"1","jadwa.jpg","معدل الفائدة على الريال السعودي لمدة شهر ) SIBID ( بعد خصم الأتعاب الإدارية",\N,"2020-03-05","100.0063","SAR","0","3.19","2","",\N,\N,"1641005874.18","2023-01-10","يومي","Daily","يومي","Daily","104.6554","0","2021-10-28 18:49:10","2023-01-12 04:17:55","10,000,000"
"235","036001","إتقان كابيتال","ITQAN CAPITAL","ITQAN FUND FOR MURABAHAT AND SUKUK","صندوق إتقان للمرابحات والصكوك","إتقان للمرابحة",\N,"1","صناديق أسواق النقد - مرابحة بالريال السعودي",\N,\N,\N,"1","Itqan Capital.png","سايبيد 3 شهور",\N,"2008-08-04","10.0292","SAR","9697494","2.8","1","",\N,\N,"121719609","2023-01-08","يومي","Daily","يومي","Daily","13.4938","0","2021-10-28 18:49:10","2023-01-10 04:15:18","5,000"
"242","136003","بيت التمويل السعودي الكويتي","Saudi Kuwaiti Finance House","Baitk Liquidity Fund","صندوق بيتك للسيولة","صندوق السيولة",\N,"1","صناديق أسواق النقد - مرابحة بالريال السعودي",\N,\N,\N,"1","Saudi Kuwaiti.png","سايبور لمدة شهر واحد",\N,"2018-01-09","10","SAR","0","3.5","1","",\N,\N,"16412338","2023-01-10","يومي","Daily","يومي","Daily","10.9151","0","2021-10-28 18:49:10","2023-01-12 04:17:55","10,000"
"244","154004","شركة سيكو المالية","SICO Capital Company","SICO Capital GCC Dividend Growth Fund","صندوق سيكو المالية الخليجي لنمو الأرباح","صندوق مسقط المالية الخليجي لنمو الأرباح",\N,"4","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","muscat.jpg","موشر ستاندرد آند بورز الخليجي (S&P GCC) المركب المتوافق مع أحكام الشريعة",\N,"2019-04-21","9.9869","SAR","0","9.48","3","",\N,\N,"16953216.25","2023-06-06","يومي","Daily","يومي","Daily","18.1146","0","2021-10-28 18:49:10","2023-06-08 05:03:07","1,000"
"248","012009","الراجحي المالية","Al Rajhi Capital","Al Rajhi Multi Asset Balanced Fund","صندوق الراجحي المتوازن المتعدد الأصول","المتوازن المتعدد الأصول",\N,"1","صناديق متعددة الأصول",\N,\N,\N,"1","alraajihi.jpg","",\N,"1998-11-28","1.1195","SAR","0","0.08","1","",\N,\N,"152496488.34","2023-01-04","الإثنين و الأربعاء","Monday and Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","11.0917","0","2021-10-28 18:49:10","2023-01-09 04:05:19","7,500"
"249","012010","الراجحي المالية","Al Rajhi Capital","Al Rajhi Multi Asset Growth Fund","صندوق الراجحي للنمو المتعدد الأصول","للنمو المتعدد الأصول",\N,"1","صناديق متعددة الأصول",\N,\N,\N,"1","alraajihi.jpg","",\N,"1998-11-21","1.0482","SAR","0","0.28","2","",\N,\N,"237012711.35","2023-01-04","الإثنين و الأربعاء","Monday and Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","14.0175","0","2021-10-28 18:49:10","2023-01-09 04:05:19","7,500"
"250","012028","الراجحي المالية","Al Rajhi Capital","Al Rajhi Multi Asset Conservative Fund","صندوق الراجحي المحافظ متعدد الأصول","الراجحي المتعدد",\N,"1","صناديق متعددة الأصول",\N,\N,\N,"1","alraajihi.jpg","",\N,"2011-07-02","100.1457","SAR","162379","0.04","1","",\N,\N,"89719254.6","2023-01-04","الإثنين و الأربعاء","Monday and Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","499.8782","0","2021-10-28 18:49:10","2023-01-09 04:05:19","7,500"
"251","001014","شركة الرياض المالية","Riyad Capital Company","Riyad Saudi Equity Fund","صندوق الرياض للأسهم السعودية","الرياض للأسهم السعودية","Riyad Saudi Equity","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"0","Riyad.png","مؤشر تداول العام","Tadawul All Share Index","1992-12-03","2592.1468","SAR","0","12.23","3","",\N,\N,"139558970.66","2023-06-06","الإثنين والخميس","Daily","الأحد والثلاثاء","Daily","33.2052","1",\N,"2023-06-08 05:05:55","5,000"
"252","001016","شركة الرياض المالية","Riyad Capital Company","Riyad Saudi Equity Sharia Fund","صندوق الرياض للأسهم السعودية المتوافقة مع الشريعة","الرياض لأسهم الشريعة","RESF","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","Riyad.png","مؤشر ستاندرد آند بورز للشركات المتوافقة مع الضوابط الشرعية","S&P Saudi Sharia Compliant","1996-11-21","1592.1468","SAR","0","12.55","3","",\N,\N,"836730563.2","2023-06-05","الإثنين والخميس","Daily","الأحد والثلاثاء","Daily","15.2439","1",\N,"2023-06-07 04:10:11","5,000"
"253","001027","شركة الرياض المالية","Riyad Capital Company","Riyad Blue Chip Equity Fund","صندوق الرياض للأسهم القيادية","الأسهم القيادية","Blue Chip Equity","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"0","Riyad.png","مؤشر ستاندرد آند بورز لأسهم الشركات السعودية الكبيرة","S&P Saudi Large Cap Index","2000-12-31","11.5185","SAR","0","9.28","3","",\N,\N,"837109461.83","2023-06-05","الإثنين والخميس","Daily","الأحد والثلاثاء","Daily","93.7895","1",\N,"2023-06-07 04:03:27","5,000"
"254","001051","شركة الرياض المالية","Riyad Capital Company","Riyad Emaar Fund","صندوق الرياض للإعمار","الاعمار","Al Emaar","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","Riyad.png","مؤشر التشييد والعقار المركب الذي يتكون من مؤشر تداول لقطاع الاسمنت بنسبة الثلث ومؤشر تداول لقطاع التشييد والبناء بنسبة الثلث ومؤشر تداول لقطاع التطوير العقاري بنسبة الثلث","The Construction and Real Estate Composite Index which consists of one third (1/3) each of Cement  Building & Construction and Real Estate Development sectors","2009-12-30","10.0362","SAR","0","25.19","3","",\N,\N,"8858714.67","2023-06-11","الإثنين والخميس","Daily","الأحد والثلاثاء","Daily","18.3829","1",\N,"2023-06-13 04:03:42","5,000"
"255","001052","شركة الرياض المالية","Riyad Capital Company","Riyad Small and Medium Cap Fund","صندوق الرياض للشركات المتوسطة والصغيرة","المتوسط والصغير","small and medcap","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","Riyad.png","مؤشر ستاندرد آند بورز للشركات السعودية المتوسطة والصغيرة المتوافقة مع الضوابط الشرعية","Standard and Poors Saudi Mid Small Cap Shariah Index","2009-12-30","10.0088","SAR","0","16.79","3","",\N,\N,"14671854.6","2023-06-01","الإثنين والخميس","Daily","الأحد والثلاثاء","Daily","42.8042","1",\N,"2023-06-05 04:07:47","5,000"
"256","001054","شركة الرياض المالية","Riyad Capital Company","Riyad Income Fund","صندوق الرياض للدخل","الرياض للدخل","RIF","4","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","Riyad.png","Ideal Ratings - Riyad Income Shariah Index","Ideal Ratings - Riyad Income Shariah Index","2014-03-23","10.0017","SAR","0","10.8","3","",\N,\N,"45767988.52","2023-06-05","الإثنين والخميس","Daily","الأحد والثلاثاء","Daily","10.4249","1",\N,"2023-06-07 04:07:55","5,000"
"257","002002","الجزيرة للأسواق المالية","Aljazira Capital","AlJazira Saudi Equities Fund","صندوق الجزيرة للاسهم السعوديه","الجزيرة للاسهم السعوديه","AlJazira Saudi Equities","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","aljazira.png","مؤشر اس اند بي للأسهم السعودية المتوافقة مع الشريعة","S&P Composite Shariah Saudi Market Index","1999-12-04","118.5872","SAR","0","23.1","3","",\N,\N,"565555376.68","2023-06-08","يومي","Daily","يومي","Daily","784.2784","1",\N,"2023-06-12 05:02:41","5,000"
"258","003200","شركة الاستثمار للأوراق المالية والوساطة","Alistithmar for Financial Securities and Brokerage","Alistithmar Capital Saudi Equity  Fund","صندوق الاستثمار كابيتال للأسهم السعودية","صندوق صائب للأسهم السعودية","SAIB Saudi Equity Fund","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"0","aistithmar capital.png","مؤشر السوق الرئيس ي لتداول (TASI-Tadawul All Share Index) لقياس أداء الصندوق إلا أن استثمارات الصندوق لن تكون مقصورة على الاستثمارات التي تشكل جزء من هذا المؤشر.","TASI-Tadawul All Share Index","2004-07-24","101.7257","SAR","0","14.52","3","",\N,\N,"30779645","2023-06-06","يومي","Daily","يومي","Daily","464.1313","1",\N,"2023-06-08 04:42:38","5,000"
"259","003201","شركة الاستثمار للأوراق المالية والوساطة","Alistithmar for Financial Securities and Brokerage","Alistithmar Capital Saudi Companies Fund","صندوق الاستثمار كابيتال للشركات السعودية","صندوق صائب للشركات السعودية","SAIB Saudi Companies Fund","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","aistithmar capital.png","المؤشر الارشادي للصندوق هو مؤشر ستاندر آند بورز للأسهم السعودية المتوافقة مع المعايير الشرعية S&P Saudi Arabia Shari a Index إلا أن استثمارات الصندوق لن تكون مقصورة على الاستثمارات التي تشكل جزء من هذا المؤشر.","S&P Saudi Arabia Shari a Index","2005-04-23","100","SAR","0","20.44","3","",\N,\N,"156546528","2023-06-08","يومي","Daily","يومي","Daily","284.5328","1",\N,"2023-06-12 04:57:09","5,000"
"260","004003","شركة الأول للاستثمار","SAB Invest","Al Yusr Saudi Equity Fund","صندوق اليسر للأسهم السعودية","الأول للأسهم السعودية المتوافقة","YSEF","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"0","ALAWWAL.png","مؤشر ستاندرد اند بورز للأسهم السعودية المتوافقة مع الضوابط الشرعية (مؤشر العائد الكلي)","","1995-07-22","1958.6","SAR","0","18.02","3","",\N,\N,"50888187.63","2023-06-08","يومي","Daily","يومي","Daily","135.0048","1",\N,"2023-06-12 04:17:31","5,000"
"261","004004","شركة الأول للاستثمار","SAB Invest","Saudi Financial Equity Fund","صندوق أسهم المؤسسات المالية السعودية","الأول لأسهم البنوك","SBEF","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","ALAWWAL.png","مؤشر ستاندرد اند بورز لقطاع أسهم البنوك السعودية (مؤشر العائد الكلي)","","1995-07-22","1197.27","SAR","0","-1.61","3","",\N,\N,"35560999.63","2023-06-08","يومي","Daily","يومي","Daily","67.8777","1",\N,"2023-06-12 04:23:53","5,000"
"262","004017","شركة الأول للاستثمار","SAB Invest","Saudi Equity Fund","صندوق الأسهم السعودية","الأول للأسهم السعودية","SEF","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","ALAWWAL.png","مؤشر ستاندرد اند بورز للأسهم السعودية مؤشر العائد الكلي","","2005-11-30","100.6","SAR","0","15.7","3","",\N,\N,"34534871.34","2023-06-08","يومي","Daily","يومي","Daily","13.0615","1",\N,"2023-06-12 04:20:38","5,000"
"263","005011","السعودي الفرنسي كابيتال","Saudi Fransi Capital","Saudi Istithmar Equity Fund","صندوق الاستثمار بالأسهم السعودية","صندوق الاستثمار السعودي","Istithmar","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"0","Saudi fransi.jpg","اس اند بي سعودي 40 اندكس","Saudi Arabia Top 40 Index SP Custom Indices","1993-06-05","1328.671","SAR","0","11.13","3","",\N,\N,"398404913.83","2023-06-08","الاثنين،الأربعاء و الخميس","Monday, Wednesday and Thursday","الثلاثاء،الخميس والاحد","Tuesday, Thursday and Sunday","14836.4524","1",\N,"2023-06-12 04:44:21","2,000"
"264","005020","السعودي الفرنسي كابيتال","Saudi Fransi Capital","Al-Saffa Saudi Equity Trading Fund","صندوق الصفاء للمتاجرة بالأسهم السعودية","الصفاء","Al-Saffa","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","Saudi fransi.jpg","اس اند بي سعودي 40 اندكس المطابق للشريعة","Saudi Arabia Shariah Top 40 Index SandP Custom Indices","2005-07-17","11.8273","SAR","0","13.85","3","",\N,\N,"530746769.35","2023-06-08","الاثنين،الأربعاء و الخميس","Monday, Wednesday and Thursday","الثلاثاء،الخميس والاحد","Tuesday, Thursday and Sunday","24.3222","1",\N,"2023-06-12 04:46:32","2,000"
"265","005028","السعودي الفرنسي كابيتال","Saudi Fransi Capital","SAUDI FRANSI CAPITAL SAUDI EQUITY INCOME FUND","صندوق السعودي الفرنسي للأسهم السعودية للدخل بالريال السعودي","صندوق للأسهم السعودية للدخل","SAUDI EQUITY INCOME FUND","4","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","Saudi fransi.jpg","اس اف سي سعودي 40 اندكس المطابق للشريعة","SFC Saudi Arabia Shariah Top 40 Index","2014-02-20","10","SAR","0","13.67","3","",\N,\N,"27767477.14","2023-06-08","الاثنين،الأربعاء و الخميس","Monday, Wednesday and Thursday","الثلاثاء،الخميس والاحد","Tuesday, Thursday and Sunday","10.1069","1",\N,"2023-06-12 04:50:35","2,000"
"266","006003","شركة الأول للاستثمار","SAB Invest","SAB Invest Saudi Equity Fund","صندوق الأول للاستثمار للأسھم السعودیة","السهم السعودي","SEF","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"0","HSBC.png","","","1992-12-12","17.7316","SAR","0","10.22","3","",\N,\N,"159279501.16","2023-05-17","الإثنين و الأربعاء","Monday and Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","335.4962","1",\N,"2023-05-21 04:01:48","5,000"
"267","006013","شركة الأول للاستثمار","SAB Invest","SAB Invest Saudi Equity Income Fund","صندوق الأول للإستثمار للاسھم السعودیة للدخل","صندوق المتاجرة","SSF","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","HSBC.png","","","1997-11-01","12.982","SAR","0","9.72","3","",\N,\N,"177890816.01","2023-05-01","الإثنين و الأربعاء","Monday and Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","149.6843","1",\N,"2023-05-03 04:45:38","5,000"
"268","006019","شركة الأول للاستثمار","SAB Invest","SAB Invest Saudi Companies Equity Fund","صندوق الأول للاستثمار لأسھم الشركات السعودیة","اسهم الشركات السعودية","ASF","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","HSBC.png","","","2004-05-01","10.0641","SAR","0","10.25","3","",\N,\N,"2313645631.8","2023-05-15","الإثنين و الأربعاء","Monday and Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","52.0757","1",\N,"2023-05-17 04:33:37","5,000"
